id, age, workclass, fnlwgt, education, education-num, marital-status, occupation, relationship, race, sex, capital-gain, capital-loss, hours-per-week, native-country,target
2281,21, State-gov,258490, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,20, United-States,0
21087,43, Private,154076, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
14701,35, Private,117166, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,50, United-States,1
8968,38, Local-gov,421446, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,50, United-States,1
1041,90, Private,137018, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
20884,22, Private,157332, Some-college,10, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0
20432,46, Self-emp-not-inc,95256, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,50, United-States,0
6162,39, Self-emp-inc,186934, Bachelors,13, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,40, United-States,0
5312,36, Self-emp-not-inc,177907, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
11630,31, Private,129804, 9th,5, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, Puerto-Rico,0
10474,31, Private,356882, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,5013,0,40, United-States,0
12421,41, Self-emp-not-inc,229148, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,0,60, Jamaica,0
13334,23, Private,125106, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States,0
3140,22, Private,83704, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,0,0,30, United-States,0
11090,31, Private,206051, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
20083,59, Federal-gov,195467, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
19638,38, Private,305597, HS-grad,9, Never-married, Transport-moving, Unmarried, White, Male,0,0,40, United-States,1
13657,30, Local-gov,101345, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,26, United-States,1
3514,37, Private,205339, Some-college,10, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States,0
6048,42, Private,125461, Bachelors,13, Never-married, Sales, Unmarried, White, Male,0,0,40, United-States,0
5608,39, Private,484475, 11th,7, Never-married, Craft-repair, Not-in-family, Black, Male,0,0,40, United-States,1
5465,47, Private,184005, HS-grad,9, Divorced, Exec-managerial, Not-in-family, Amer-Indian-Eskimo, Female,3325,0,45, United-States,0
5416,23, Private,73514, HS-grad,9, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam,1
6547,26, Local-gov,177482, Assoc-acdm,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,45, United-States,0
15553,35, Private,98948, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,0,0,32, United-States,1
16042,23, Private,297152, Some-college,10, Never-married, Adm-clerical, Own-child, Black, Female,0,0,25, United-States,1
1459,76, ?,211453, HS-grad,9, Widowed, ?, Not-in-family, Black, Female,0,0,2, United-States,0
16496,23, Private,53245, 9th,5, Separated, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
21117,34, Private,226296, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
4263,20, Private,133352, Some-college,10, Never-married, Adm-clerical, Own-child, Asian-Pac-Islander, Female,0,0,40, Vietnam,0
15330,18, Private,133055, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,30, United-States,0
20630,46, Local-gov,148995, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,4787,0,45, United-States,0
109,31, Local-gov,189265, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
2915,24, Private,228613, 11th,7, Never-married, Machine-op-inspct, Unmarried, White, Female,0,0,40, United-States,0
14665,54, Private,221915, Some-college,10, Widowed, Craft-repair, Unmarried, White, Female,0,0,50, United-States,0
11618,37, Self-emp-inc,126675, Assoc-voc,11, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
180,33, Private,37274, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,65, United-States,0
15979,25, Private,160261, Some-college,10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,0,40, China,0
14331,67, ?,129188, Doctorate,16, Married-civ-spouse, ?, Husband, White, Male,20051,0,5, United-States,0
8824,32, Private,459007, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,90, United-States,0
19458,53, Private,217568, HS-grad,9, Widowed, Craft-repair, Unmarried, Black, Female,0,0,40, United-States,0
2444,23, Private,70894, Assoc-acdm,12, Never-married, Craft-repair, Other-relative, White, Male,0,0,40, United-States,0
20737,42, Private,172297, Masters,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1902,40, United-States,1
3814,46, Private,201217, HS-grad,9, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,1
20421,35, Self-emp-not-inc,112497, HS-grad,9, Married-civ-spouse, Craft-repair, Other-relative, White, Male,0,0,35, Ireland,0
11045,47, State-gov,118447, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,0
5834,26, Private,128553, Some-college,10, Never-married, Exec-managerial, Own-child, Black, Female,0,0,40, United-States,0
4891,51, Self-emp-not-inc,149220, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,75, United-States,0
21029,31, Private,90668, 10th,6, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,1
8023,32, ?,123971, 11th,7, Divorced, ?, Not-in-family, White, Female,0,0,49, United-States,1
623,65, Private,109351, 9th,5, Widowed, Priv-house-serv, Unmarried, Black, Female,0,0,24, United-States,0
19538,32, Local-gov,118457, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,55, United-States,0
14623,26, Private,170786, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
14179,71, ?,229424, HS-grad,9, Widowed, ?, Not-in-family, White, Female,0,0,40, United-States,0
11172,46, Private,54985, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1887,40, United-States,1
10738,55, Private,185436, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,1
14805,32, Private,348460, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
21843,67, Self-emp-not-inc,107138, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
18552,44, Private,127592, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
3921,72, Private,53684, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States,0
19451,44, Self-emp-inc,191712, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,55, United-States,0
19137,28, Private,65171, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,70, United-States,0
17295,41, Private,111483, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States,0
7250,38, Private,164050, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States,0
15031,32, Private,193285, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,0
20002,36, Private,230329, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,0
21802,45, Private,111994, Some-college,10, Divorced, Sales, Not-in-family, White, Male,4650,0,40, United-States,0
14282,43, Private,483450, 9th,5, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, Mexico,0
14348,41, Local-gov,190368, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,70, United-States,1
9100,21, Private,109952, 10th,6, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,50, United-States,0
9156,19, ?,369678, HS-grad,9, Never-married, ?, Not-in-family, Other, Male,0,0,30, United-States,0
12811,47, Private,110243, 11th,7, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,1
1212,37, Private,203070, Some-college,10, Separated, Adm-clerical, Own-child, White, Male,0,0,62, United-States,1
2202,28, Federal-gov,183151, Assoc-acdm,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,60, United-States,0
15611,32, Private,203674, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,0,880,36, United-States,0
17846,37, Self-emp-inc,196123, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States,0
3619,17, Private,354201, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
962,32, Private,169240, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,38, United-States,0
5817,34, Private,178951, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States,0
14625,44, Private,203761, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Male,10520,0,40, United-States,0
6555,40, Local-gov,55363, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,0
21948,49, Private,262116, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,48, United-States,0
17198,58, Private,239523, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
1256,29, Private,128604, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40, United-States,0
15937,27, Private,289484, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
12257,73, Private,92298, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,15, United-States,1
3222,53, Local-gov,135102, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,2002,45, United-States,1
14178,19, Private,29798, 12th,8, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States,0
21465,26, Private,112754, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,65, United-States,0
15255,21, Private,347292, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,1
19915,25, Local-gov,366796, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
18954,58, Self-emp-not-inc,310014, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,25, United-States,0
20524,29, Private,74500, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
19427,31, Private,139753, Bachelors,13, Married-spouse-absent, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
14551,46, Self-emp-not-inc,220832, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,58, United-States,0
14834,29, Private,193152, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1408,40, United-States,0
20546,50, Self-emp-inc,175070, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States,0
1002,50, Private,168212, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,65, United-States,0
17226,49, Private,239865, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,40, United-States,1
22242,27, Private,209801, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,45, ?,0
6175,20, Private,170800, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States,1
20721,50, Private,190762, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, Mexico,0
17516,41, Private,223763, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
11127,39, Private,156897, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,2258,42, United-States,0
13977,38, Private,129102, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
171,27, Private,124953, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,1980,40, United-States,0
20196,35, Private,193241, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,38, United-States,0
12321,41, Private,168730, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
20809,21, Private,275291, Some-college,10, Never-married, Sales, Own-child, White, Male,0,0,12, United-States,0
16205,41, Private,352834, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,55, United-States,0
2961,23, Private,268525, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,0
17911,31, Private,398988, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,40, United-States,0
19017,31, Local-gov,127651, 10th,6, Never-married, Transport-moving, Other-relative, White, Male,0,1741,40, United-States,0
16988,40, Private,175935, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,14084,0,40, United-States,0
8251,41, Private,113823, Bachelors,13, Divorced, Other-service, Not-in-family, White, Male,0,0,40, United-States,1
3528,24, Private,102493, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States,0
16001,27, Private,221366, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,3103,0,50, United-States,0
553,72, Private,205343, 11th,7, Widowed, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
7938,19, Private,118352, Some-college,10, Never-married, Other-service, Own-child, White, Female,0,0,16, United-States,0
19454,26, State-gov,34965, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,12, United-States,0
15977,48, Private,28497, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
832,53, Private,194259, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,4386,0,40, United-States,0
10057,18, ?,79990, 11th,7, Never-married, ?, Own-child, White, Male,0,0,35, United-States,0
8999,53, Private,548361, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
6882,52, State-gov,303462, Some-college,10, Separated, Protective-serv, Unmarried, White, Male,0,0,40, United-States,1
11557,39, Private,324231, HS-grad,9, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,40, United-States,1
5083,40, Private,201495, Bachelors,13, Divorced, Protective-serv, Not-in-family, White, Male,0,0,45, United-States,0
17415,49, ?,178215, Some-college,10, Widowed, ?, Unmarried, White, Female,0,0,28, United-States,0
12291,30, Private,110594, HS-grad,9, Divorced, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
18065,31, Private,127610, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,50, United-States,0
17238,59, Private,144092, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
422,17, Private,175024, 11th,7, Never-married, Handlers-cleaners, Own-child, White, Male,2176,0,18, United-States,0
22554,29, Private,146949, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,43, United-States,0
11472,22, Private,110946, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,1
11786,35, Private,209214, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,4386,0,35, United-States,1
4964,47, Private,169180, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States,0
11844,26, Private,283715, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States,1
19735,24, Private,190457, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States,1
8683,37, Local-gov,221740, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,30, United-States,0
3582,31, Private,332379, Some-college,10, Married-spouse-absent, Transport-moving, Unmarried, White, Male,0,0,50, United-States,1
16134,25, Local-gov,198813, Bachelors,13, Never-married, Adm-clerical, Other-relative, Black, Female,0,0,40, United-States,0
9101,24, Private,262570, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States,0
14329,43, Self-emp-not-inc,33521, Bachelors,13, Divorced, Prof-specialty, Not-in-family, White, Male,0,0,70, United-States,0
8855,37, Private,186934, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,15024,0,60, United-States,0
17161,38, Private,247111, HS-grad,9, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States,0
15210,25, State-gov,260754, Bachelors,13, Never-married, Protective-serv, Not-in-family, Black, Male,0,0,40, United-States,0
16925,34, Self-emp-not-inc,198664, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,15024,0,70, South,1
20149,42, Local-gov,227890, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1485,40, United-States,1
5273,90, Private,141758, 9th,5, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
22501,45, Private,197731, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
17841,33, Private,392812, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,50, United-States,0
940,31, Private,111567, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,40, United-States,0
12208,33, Private,144949, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States,0
1808,32, Private,205390, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,49, United-States,0
19816,45, Private,287190, Assoc-acdm,12, Divorced, Adm-clerical, Unmarried, Black, Male,0,0,35, United-States,0
13799,59, Private,162136, Some-college,10, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,0,56, United-States,0
22286,38, Private,159179, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1902,50, United-States,1
3622,63, Private,181863, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,27, United-States,0
1713,49, Private,105444, 12th,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,39, United-States,0
252,42, Private,390781, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, Black, Female,0,0,40, United-States,1
8053,55, Private,259532, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,50, United-States,1
10440,18, Private,155752, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,30, United-States,1
16631,44, State-gov,87282, Bachelors,13, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Female,0,0,38, United-States,0
4247,39, Local-gov,113253, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,50, United-States,0
20480,64, Self-emp-not-inc,352712, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,55, United-States,0
22379,44, ?,190205, 7th-8th,4, Married-civ-spouse, ?, Husband, White, Male,0,0,25, United-States,0
491,40, Private,347934, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,0,0,35, United-States,1
1833,46, Local-gov,272780, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,24, United-States,0
130,39, Private,365739, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
15569,31, Private,115488, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,1
16884,29, Private,274969, HS-grad,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,42, United-States,0
14891,28, Private,184078, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
2054,24, Private,233777, Some-college,10, Never-married, Sales, Unmarried, White, Male,0,0,50, Mexico,0
2530,49, Federal-gov,213668, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,0,56, United-States,0
6846,58, Private,213975, Assoc-voc,11, Widowed, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,1
1564,51, Private,154342, 7th-8th,4, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,1
15823,24, Private,169532, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States,0
21085,59, Local-gov,105866, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,30, United-States,0
7521,40, Private,212760, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
8618,33, Federal-gov,182714, Prof-school,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,65, United-States,0
22118,39, Private,255027, Assoc-voc,11, Divorced, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,0
22434,46, Private,180505, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States,1
666,42, Private,341204, Assoc-acdm,12, Divorced, Prof-specialty, Unmarried, White, Female,8614,0,40, United-States,0
15836,29, Private,150861, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
2655,37, Private,185061, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,0,55, United-States,0
1905,39, Private,179271, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
3103,22, Private,221745, Some-college,10, Divorced, Machine-op-inspct, Own-child, White, Female,0,0,40, United-States,0
21420,59, Self-emp-not-inc,32855, 7th-8th,4, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,70, United-States,0
22411,40, Private,195892, Some-college,10, Divorced, Transport-moving, Not-in-family, Black, Female,0,0,40, United-States,0
19177,40, Private,130834, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
20091,63, Self-emp-not-inc,404547, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, United-States,1
6371,44, Private,103233, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,1
4448,25, Private,191230, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,0,40, Yugoslavia,0
16832,37, Private,99270, HS-grad,9, Never-married, Transport-moving, Other-relative, White, Female,0,0,40, United-States,0
13783,44, Private,205474, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
3898,19, ?,174233, Some-college,10, Never-married, ?, Own-child, Black, Male,0,0,24, United-States,0
6259,27, Private,704108, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,0
15686,21, ?,107801, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,6, United-States,0
5163,32, Local-gov,87310, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,41, United-States,0
22272,56, Self-emp-not-inc,66356, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States,0
21291,53, Self-emp-not-inc,98829, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
9218,47, Private,212120, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,0
1344,59, State-gov,105363, HS-grad,9, Never-married, Adm-clerical, Own-child, White, Male,0,0,40, United-States,0
11579,41, ?,27187, Assoc-voc,11, Married-civ-spouse, ?, Husband, White, Male,0,2415,12, United-States,1
14320,18, Private,115443, 11th,7, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,25, United-States,0
4650,48, Private,398843, Some-college,10, Separated, Sales, Unmarried, Black, Female,0,0,35, United-States,0
12844,57, Private,182028, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,0
17488,28, Private,190911, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
2540,27, Federal-gov,188343, HS-grad,9, Separated, Exec-managerial, Unmarried, Black, Female,0,0,40, United-States,1
21005,47, Private,193285, HS-grad,9, Married-civ-spouse, Other-service, Wife, Black, Female,5013,0,40, United-States,0
17227,35, State-gov,119421, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,35, United-States,0
13700,24, Private,333505, HS-grad,9, Married-spouse-absent, Transport-moving, Own-child, White, Male,0,0,40, Peru,0
11884,44, Private,326232, 7th-8th,4, Divorced, Handlers-cleaners, Not-in-family, White, Male,0,0,48, United-States,0
17647,41, Private,237452, Bachelors,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,15, Cuba,0
5603,59, Private,348430, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1902,43, United-States,1
11950,31, Private,142038, HS-grad,9, Married-civ-spouse, Craft-repair, Wife, White, Female,0,0,45, United-States,0
17074,43, Federal-gov,72887, Bachelors,13, Married-spouse-absent, Tech-support, Not-in-family, Asian-Pac-Islander, Male,0,0,40, United-States,0
20406,26, Private,244495, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,48, United-States,0
17098,30, Private,263150, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,20, United-States,0
12268,28, Private,160731, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, Poland,1
10794,67, Private,279980, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,10605,0,10, United-States,1
14047,61, Federal-gov,230545, HS-grad,9, Never-married, Adm-clerical, Unmarried, White, Female,0,0,35, Puerto-Rico,1
4032,36, Private,183612, HS-grad,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,40, United-States,0
20795,32, Local-gov,144949, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,40, United-States,0
365,22, Private,410439, HS-grad,9, Married-spouse-absent, Sales, Not-in-family, White, Male,0,0,55, United-States,1
10753,45, Local-gov,182100, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
3417,39, Local-gov,305597, HS-grad,9, Separated, Exec-managerial, Unmarried, White, Male,0,0,40, United-States,0
3373,21, Private,34506, HS-grad,9, Separated, Other-service, Own-child, White, Female,0,0,35, United-States,0
6308,27, Private,104329, 11th,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
9382,20, Private,174685, HS-grad,9, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
19542,37, Private,237995, Assoc-voc,11, Divorced, Machine-op-inspct, Not-in-family, Black, Male,0,0,48, United-States,0
21345,43, Local-gov,92374, Masters,14, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,35, United-States,0
9080,39, Self-emp-inc,216473, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States,0
6641,18, ?,128538, Some-college,10, Never-married, ?, Own-child, White, Female,0,0,6, United-States,1
4504,29, Private,36601, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States,1
11588,40, Private,119101, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States,0
8006,23, Private,189830, Some-college,10, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,50, United-States,0
15967,24, Private,82847, HS-grad,9, Separated, Other-service, Unmarried, White, Female,0,0,50, Portugal,0
9248,35, State-gov,126569, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,40, United-States,0
13492,21, Private,185357, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, United-States,0
22324,28, Private,175710, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, United-States,0
22266,42, Private,269028, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, France,0
7875,32, Self-emp-not-inc,33417, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
